timestamp,symbol,open,high,low,close,price,volume,volume_24h,market_cap
2025-02-07 00:00:00,ETH,2686.662316793651,2709.609915753663,2683.782897193657,2686.662316793651,2686.662316793651,31349967107.97825,31349967107.97825,323756512126.7498
2025-02-08 00:00:00,ETH,2686.662316793651,2629.401943634761,2603.7084547928357,2623.4507017824767,2623.4507017824767,30948837988.08186,30948837988.08186,315636240722.9841
2025-02-09 00:00:00,ETH,2623.4507017824767,2671.7435801051724,2608.9122271461083,2635.6011418023404,2635.6011418023404,16335613332.591795,16335613332.591795,317758860998.56256
2025-02-10 00:00:00,ETH,2635.6011418023404,2662.8439596129033,2626.312300900166,2632.5358220552475,2632.5358220552475,17155535243.908037,17155535243.908037,317369673472.60657
2025-02-11 00:00:00,ETH,2632.5358220552475,2697.0166644604487,2615.821131561136,2660.2967996436387,2660.2967996436387,18843420567.42921,18843420567.42921,320711545303.1932
2025-02-12 00:00:00,ETH,2660.2967996436387,2648.9107798663204,2576.3712160599985,2603.0333698049267,2603.0333698049267,21212910085.211273,21212910085.211273,313943237177.0695
2025-02-13 00:00:00,ETH,2603.0333698049267,2755.835645717884,2690.049668570341,2736.2703136032396,2736.2703136032396,26503660438.845695,26503660438.845695,329492522913.44
2025-02-14 00:00:00,ETH,2736.2703136032396,2685.697288951108,2622.2369662489655,2675.7090007037627,2675.7090007037627,18938191215.29619,18938191215.29619,322584072350.2765
2025-02-15 00:00:00,ETH,2675.7090007037627,2742.2751274054576,2694.2137454299973,2724.6698335873957,2724.6698335873957,17416785872.704834,17416785872.704834,328399065363.05505
2025-02-16 00:00:00,ETH,2724.6698335873957,2737.3609033886614,2644.4363249093853,2692.8213863864253,2692.8213863864253,8896321414.559013,8896321414.559013,324625278431.52954
2025-02-17 00:00:00,ETH,2692.8213863864253,2665.0735330960283,2633.704927598092,2659.9017474093457,2659.9017474093457,8757895115.47748,8757895115.47748,320529173059.00665
2025-02-18 00:00:00,ETH,2659.9017474093457,2794.270057736529,2710.470175709366,2741.9050800956124,2741.9050800956124,24666373348.432693,24666373348.432693,330464530098.92377
2025-02-19 00:00:00,ETH,2741.9050800956124,2700.615007055026,2638.713708030338,2669.4945006896073,2669.4945006896073,24353300611.506603,24353300611.506603,321688672383.7524
2025-02-20 00:00:00,ETH,2669.4945006896073,2752.3289304647724,2692.2338391409016,2714.8018364720533,2714.8018364720533,13398586820.912325,13398586820.912325,327248168186.7616
2025-02-21 00:00:00,ETH,2714.8018364720533,2750.0500997438908,2691.6542234187386,2741.5933625994785,2741.5933625994785,14550027648.522171,14550027648.522171,330517520397.0965
2025-02-22 00:00:00,ETH,2741.5933625994785,2706.27378432188,2619.337977479512,2658.3470942919384,2658.3470942919384,31770375573.3895,31770375573.3895,320508273451.5576
2025-02-23 00:00:00,ETH,2658.3470942919384,2775.6375134304258,2726.8091592713486,2764.355233404291,2764.355233404291,17576653979.14654,17576653979.14654,333381856893.82196
2025-02-24 00:00:00,ETH,2764.355233404291,2839.5683694114095,2822.621776664587,2827.1844084879804,2827.1844084879804,21394599890.269897,21394599890.269897,340712999974.1412
2025-02-25 00:00:00,ETH,2827.1844084879804,2504.256979278778,2491.3473830426187,2503.103420098605,2503.103420098605,31014455208.756138,31014455208.756138,301769340440.05
2025-02-26 00:00:00,ETH,2503.103420098605,2519.0987362289334,2457.730987197467,2495.315451693047,2495.315451693047,42875934003.323944,42875934003.323944,301064649480.5458
2025-02-27 00:00:00,ETH,2495.315451693047,2340.6690718999016,2315.985274745886,2325.853934699374,2325.853934699374,28109120496.698666,28109120496.698666,280668025121.2334
2025-02-28 00:00:00,ETH,2325.853934699374,2323.756902903597,2293.047953638794,2305.3229378029837,2305.3229378029837,89259450649.58,89259450649.58,277936135130.74036
2025-03-01 00:00:00,ETH,2305.3229378029837,2245.96679358731,2231.3726366489186,2235.204208608959,2235.204208608959,32905594283.00643,32905594283.00643,269516471615.1616
2025-03-02 00:00:00,ETH,2235.204208608959,2253.902245832154,2191.4131948999875,2212.8243514969954,2212.8243514969954,16103021679.018568,16103021679.018568,266823935338.2421
2025-03-03 00:00:00,ETH,2212.8243514969954,2531.7334198495055,2482.8404381254786,2517.3382391622977,2517.3382391622977,37907412347.33495,37907412347.33495,303306117779.7704
2025-03-04 00:00:00,ETH,2517.3382391622977,2170.8189556615694,2118.5255244686987,2148.199533470228,2148.199533470228,33501080617.480988,33501080617.480988,259111889993.75626
2025-03-05 00:00:00,ETH,2148.199533470228,2209.581551451073,2155.011835595922,2171.496943535016,2171.496943535016,35524086282.76523,35524086282.76523,261805780842.5489
2025-03-06 00:00:00,ETH,2171.496943535016,2269.9934181506137,2204.422647014811,2241.3841149187283,2241.3841149187283,22236307931.758247,22236307931.758247,270490243838.00568
2025-03-07 00:00:00,ETH,2241.3841149187283,2214.3944181691336,2174.9425507704323,2202.3207363495417,2202.3207363495417,19895800679.328133,19895800679.328133,265270135615.0983
2025-03-08 00:00:00,ETH,2202.3207363495417,2152.3455184329546,2122.904959970417,2140.7498089428914,2140.7498089428914,21716710066.08888,21716710066.08888,257899503839.8083
2025-03-09 00:00:00,ETH,2140.7498089428914,2233.7533649928396,2180.65525323961,2199.9995000805707,2199.9995000805707,11257666715.795546,11257666715.795546,265129957012.69815
2025-03-10 00:00:00,ETH,2199.9995000805707,2037.7088461975554,2008.9860805062956,2017.265460184326,2017.265460184326,17577023963.685375,17577023963.685375,243298514477.01385
2025-03-11 00:00:00,ETH,2017.265460184326,1889.1536324997917,1852.964707880704,1879.1231054991026,1879.1231054991026,36577317615.21765,36577317615.21765,226713493940.29108
2025-03-12 00:00:00,ETH,1879.1231054991026,1931.5699670997353,1891.6010449163934,1921.3099227587034,1921.3099227587034,30046602111.893852,30046602111.893852,232024934655.6445
2025-03-13 00:00:00,ETH,1921.3099227587034,1948.374326730887,1902.8290596285563,1910.6551381032464,1910.6551381032464,24499314730.70381,24499314730.70381,230443739229.907
2025-03-14 00:00:00,ETH,1910.6551381032464,1889.5138043388115,1835.1193013876282,1862.7949366490388,1862.7949366490388,19212414462.181553,19212414462.181553,224658866951.8703
2025-03-15 00:00:00,ETH,1862.7949366490388,1915.2176421850195,1906.1923802428496,1910.6662703455045,1910.6662703455045,12949972214.265629,12949972214.265629,230476916425.01935
2025-03-16 00:00:00,ETH,1910.6662703455045,1940.562625307087,1936.5791384234135,1939.7856881721348,1939.7856881721348,6944891086.050841,6944891086.050841,233970291611.3664
2025-03-17 00:00:00,ETH,1939.7856881721348,1911.2781131011861,1853.667647450513,1887.7643429692785,1887.7643429692785,9486242392.181334,9486242392.181334,227688957214.28125
2025-03-18 00:00:00,ETH,1887.7643429692785,1950.5615573197879,1917.5482628921557,1929.1833577618722,1929.1833577618722,11251166846.249075,11251166846.249075,232725366276.39935
2025-03-19 00:00:00,ETH,1929.1833577618722,1951.8584076480465,1926.8885252096436,1932.7964059050657,1932.7964059050657,10887619567.393353,10887619567.393353,233152161415.72287
2025-03-20 00:00:00,ETH,1932.7964059050657,2082.5198301350392,2059.275938878278,2060.728601068271,2060.728601068271,20374739988.65224,20374739988.65224,248434080718.19073
2025-03-21 00:00:00,ETH,2060.728601068271,2005.8335879502204,1974.4950531571417,1980.831780524645,1980.831780524645,14303790085.616615,14303790085.616615,238984217654.16632
2025-03-22 00:00:00,ETH,1980.831780524645,1991.5547396994614,1937.0696639291295,1964.5293833168294,1964.5293833168294,9890112887.282015,9890112887.282015,236980043535.89395
2025-03-23 00:00:00,ETH,1964.5293833168294,1997.3710694514493,1976.5983252716896,1979.5449257665966,1979.5449257665966,6195605844.536302,6195605844.536302,238753335160.5841
2025-03-24 00:00:00,ETH,1979.5449257665966,2010.5406061423485,1961.669956725147,2001.0470230951883,2001.0470230951883,7991413702.677865,7991413702.677865,241404254258.0785
2025-03-25 00:00:00,ETH,2001.0470230951883,2112.026396890365,2075.7468828559995,2077.739325831977,2077.739325831977,15676451247.546822,15676451247.546822,250648654235.6259
2025-03-26 00:00:00,ETH,2077.739325831977,2105.1845326281677,2042.2753924501883,2068.598435049149,2068.598435049149,12563169733.005245,12563169733.005245,249404519198.06433
2025-03-27 00:00:00,ETH,2068.598435049149,2040.6954752606962,1983.7619470566526,2009.8835432902426,2009.8835432902426,14024859854.906677,14024859854.906677,242347645799.6622
2025-03-28 00:00:00,ETH,2009.8835432902426,2038.4418564006357,1984.723905273688,2003.3034241292064,2003.3034241292064,12136188059.422693,12136188059.422693,241580699763.4796
2025-03-29 00:00:00,ETH,2003.3034241292064,1915.0759533590024,1881.0868569805366,1896.9173600459985,1896.9173600459985,18419487648.39739,18419487648.39739,228784244898.24844
2025-03-30 00:00:00,ETH,1896.9173600459985,1854.5807945081176,1810.4622147552811,1829.2745211803463,1829.2745211803463,12924117064.878807,12924117064.878807,220262156018.88525
2025-03-31 00:00:00,ETH,1829.2745211803463,1827.524558167176,1799.0713545234014,1805.3378779435934,1805.3378779435934,10056531345.160347,10056531345.160347,217784813538.97607
2025-04-01 00:00:00,ETH,1805.3378779435934,1826.0259320602806,1799.0703351809125,1824.2071367609847,1824.2071367609847,17022367813.88877,17022367813.88877,219908040559.44638
